#OTU ID,ZD01,ZD02,ZD03,ZD04,ZG01,ZG02,ZG03,ZG04,ZP01,ZP02,ZP03,ZP04,ZS01,ZS02,ZS03,ZS04,ZW01,ZW02,ZW03,ZW04,Consensus Lineage
Otu801,279,89,137,84,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,4,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Didymella; s__Didymella_rumicicola
Otu969,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1067,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Montagnulaceae; g__Paraphaeosphaeria; s__Paraphaeosphaeria_michotii
Otu1499,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Catenulostroma; s__Catenulostroma_hermanusense
Otu1240,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Sporormia; s__unidentified
Otu1166,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Teloschistales; f__Physciaceae; g__Physcia; s__Physcia_tropica
Otu1270,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; g__Neolentinus; s__Neolentinus_lepideus
Otu943,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_kulundii
Otu1312,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Calloria; s__Calloria_urticae
Otu551,0,0,0,0,0,0,3,1,0,67,1,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1501,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Catenulostroma; s__Catenulostroma_hermanusense
Otu1145,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu870,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified
Otu552,0,0,0,0,0,0,1,0,0,0,0,0,6,0,5,21,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Cercophora; s__unidentified
Otu1388,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiales_fam_Incertae_sedis; g__Pseudotaeniolina; s__Pseudotaeniolina_globosa
Otu1345,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae; g__unidentified; s__unidentified
Otu771,0,0,0,0,0,0,0,1,2,6,5,9,2,0,3,4,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Neocatenulostroma; s__Neocatenulostroma_abietis
Otu1141,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu809,0,0,0,0,0,0,0,0,6,0,2,7,0,3,1,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu393,0,0,0,0,0,0,0,0,32,16,22,32,1,2,7,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena; s__Mycena_metata
Otu197,0,0,0,0,0,0,0,0,32,26,29,14,31,13,15,187,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Rhytismatales; f__Rhytismataceae; g__Lophodermium; s__unidentified
Otu384,0,0,0,0,0,0,0,0,8,8,19,36,0,0,1,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Scytalidium; s__unidentified
Otu954,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu339,0,0,0,0,0,0,0,0,15,32,17,20,0,2,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__unidentified; s__unidentified
Otu439,0,0,0,0,0,0,0,0,4,14,30,21,10,13,10,34,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae; g__Verrucaria; s__Verrucaria_andesiatica
Otu778,0,0,0,0,0,0,0,0,22,16,5,10,2,0,3,4,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiales_fam_Incertae_sedis; g__Arthrocatena; s__Arthrocatena_tenebrio
Otu608,0,0,0,0,0,0,0,0,17,1,13,2,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__unidentified; g__unidentified; s__unidentified
Otu1211,0,0,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Chalara; s__unidentified
Otu369,0,0,0,0,0,0,0,0,3,2,46,7,3,8,3,6,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Rhytismatales; f__unidentified; g__unidentified; s__unidentified
Otu745,0,0,0,0,0,0,0,0,5,5,7,3,0,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu983,0,0,0,0,0,0,0,0,6,1,4,4,1,5,1,2,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Chrysozymaceae; g__Chrysozyma; s__Chrysozyma_griseoflava
Otu324,0,0,0,0,0,0,0,0,5,26,47,43,1,1,3,8,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__unidentified
Otu1400,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1059,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Umbilicariales; f__Umbilicariaceae; g__Fulgidea; s__Fulgidea_sierrae
Otu835,0,0,0,0,0,0,0,0,7,0,6,0,1,1,0,2,1,2,0,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Phaeococcomyces; s__Phaeococcomyces_eucalypti
Otu567,0,0,0,0,0,0,0,0,15,2,25,4,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__unidentified
Otu610,0,0,0,0,0,0,0,0,9,1,3,0,4,3,2,8,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu864,0,0,0,0,0,0,0,0,1,1,4,5,0,0,0,4,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Corticiales; f__Corticiaceae; g__unidentified; s__unidentified
Otu593,0,0,0,0,0,0,0,0,1,11,4,19,1,2,0,3,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Cenangium; s__Cenangium_acuum
Otu355,0,0,0,0,0,0,0,0,10,26,26,26,1,1,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu527,0,0,0,0,0,0,0,0,1,6,1,16,0,0,1,9,1,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__unidentified; s__unidentified
Otu404,0,0,0,0,0,0,0,0,7,9,52,5,11,12,15,26,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena; s__Mycena_polygramma
Otu509,0,0,0,0,0,0,0,0,1,5,13,7,5,0,5,3,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified
Otu702,0,0,0,0,0,0,0,0,1,2,10,3,0,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chaetosphaeria; s__unidentified
Otu444,0,0,0,0,0,0,0,0,6,9,51,64,3,5,5,4,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Xeromphalina; s__Xeromphalina_setulipes
Otu353,0,0,0,0,0,0,0,0,6,6,51,5,15,17,17,23,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Phanerochaetaceae; g__Phanerochaete; s__unidentified
Otu516,0,0,0,0,0,0,0,0,4,21,15,7,1,0,1,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__unidentified
Otu1410,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Cadophora; s__unidentified
Otu625,0,0,0,0,0,0,0,0,6,13,2,2,1,0,0,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Agyriales; f__Trapeliaceae; g__Lambiella; s__Lambiella_insularis
Otu854,0,0,0,0,0,0,0,0,1,6,10,3,1,0,0,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified
Otu277,0,0,0,0,0,0,0,0,2,14,181,43,0,9,6,7,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__unidentified; s__unidentified
Otu1184,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Microthyriales; f__Microthyriaceae; g__Tothia; s__Tothia_spartii
Otu1186,0,0,0,0,0,0,0,0,1,0,4,2,1,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Capronia; s__unidentified
Otu612,0,0,0,0,0,0,0,0,1,2,18,4,0,0,1,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Anungitea; s__Anungitea_eucalyptorum
Otu603,0,0,0,0,0,0,0,0,2,10,8,4,1,0,4,4,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__unidentified; s__unidentified
Otu1261,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Gomphales; f__Clavariadelphaceae; g__Clavariadelphus; s__Clavariadelphus_truncatus
Otu989,0,0,0,0,0,0,0,0,1,10,3,2,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Neodevriesia; s__Neodevriesia_imbrexigena
Otu602,0,0,0,0,0,0,0,0,1,6,8,8,1,0,3,3,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Dothiorella; s__Dothiorella_moneti
Otu841,0,0,0,0,0,0,0,0,2,6,5,5,1,1,3,20,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiales_fam_Incertae_sedis; g__Arthrocatena; s__Arthrocatena_tenebrio
Otu885,0,0,0,0,0,0,0,0,1,0,2,0,2,1,3,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu757,0,0,0,0,0,0,0,0,3,4,3,7,0,1,0,7,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1216,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbomycetes_ord_Incertae_sedis; f__Agaricostilbomycetes_fam_Incertae_sedis; g__Cystobasidiopsis; s__Cystobasidiopsis_lophatheri
Otu953,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__unidentified
Otu710,0,0,0,0,0,0,0,0,1,1,3,4,2,2,4,5,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified
Otu960,0,0,0,0,0,0,0,0,3,0,2,3,2,0,3,2,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Xenasmataceae; g__Xenasmatella; s__Xenasmatella_borealis
Otu907,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,5,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__unidentified; s__unidentified
Otu848,0,0,0,0,0,0,0,0,1,6,7,10,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu411,0,0,0,0,0,0,0,0,3,18,15,44,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Calycina; s__Calycina_marina
Otu1245,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1074,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__unidentified; s__unidentified
Otu851,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu786,0,0,0,0,0,0,0,0,1,8,4,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified
Otu905,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__unidentified
Otu728,0,0,0,0,0,0,0,0,0,26,1,0,0,2,1,4,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1041,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Teloschistales; f__Teloschistaceae; g__Caloplaca; s__Caloplaca_obscurella
Otu1502,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae; g__Atla; s__Atla_vitikainenii
Otu476,0,0,0,0,0,0,0,0,0,21,4,5,5,1,7,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Asterinaceae; g__Triposporium; s__Triposporium_cycadicola
Otu793,0,0,0,0,0,0,0,0,0,12,4,1,1,0,1,14,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu635,0,0,0,0,0,0,0,0,0,12,10,4,1,10,1,4,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified
Otu633,0,0,0,0,0,0,0,0,0,27,4,1,0,1,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified
Otu1357,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu895,0,0,0,0,0,0,0,0,0,2,2,1,0,2,1,1,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu669,0,0,0,0,0,0,0,0,0,18,20,6,1,1,5,2,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Galerina; s__Galerina_indica
Otu410,0,0,0,0,0,0,0,0,0,52,12,3,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha_albohyalina
Otu1399,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Umbilicariales; f__Umbilicariaceae; g__Umbilicaria; s__Umbilicaria_sp
Otu939,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__unidentified
Otu1380,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Cylindrosympodium; s__unidentified
Otu852,0,0,0,0,0,0,0,0,0,3,5,6,1,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Dacrymycetes; o__Dacrymycetales; f__Dacrymycetaceae; g__Cerinosterus; s__Cerinosterus_luteoalbus
Otu689,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chloridium; s__unidentified
Otu1243,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1474,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiomycetes_ord_Incertae_sedis; f__Cystobasidiomycetes_fam_Incertae_sedis; g__Cyrenella; s__Cyrenella_elegans
Otu1227,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu878,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiales; f__Leotiaceae; g__Alatospora; s__Alatospora_flagellata
Otu795,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Infundichalara; s__unidentified
Otu1505,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Capronia; s__unidentified
Otu927,0,0,0,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Pseudopenidiella; s__Pseudopenidiella_piceae
Otu1069,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified
Otu1050,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1260,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Myriangiales_fam_Incertae_sedis; g__Endosporium; s__Endosporium_aviarium
Otu937,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Parmeliaceae; g__Parmelinella; s__Parmelinella_wallichiana
Otu749,0,0,0,0,0,0,0,0,0,8,14,5,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__unidentified; g__unidentified; s__unidentified
Otu1288,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Sclerotiniaceae; g__Ciboria; s__Ciboria_americana
Otu879,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1152,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Microbotryomycetes_fam_Incertae_sedis; g__Sampaiozyma; s__Sampaiozyma_ingeniosa
Otu1190,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__unidentified; g__unidentified; s__unidentified
Otu1407,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Lepiota; s__Lepiota_oculata
Otu776,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Mycosphaerella; s__Mycosphaerella_mori
Otu999,0,0,0,0,0,0,0,0,0,10,1,0,0,2,2,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Pseudotomentella; s__Pseudotomentella_larsenii
Otu837,0,0,0,0,0,0,0,0,0,3,4,3,0,2,1,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified
Otu1256,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Arachnopeziza; s__unidentified
Otu921,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Botryosphaeria; s__Botryosphaeria_fabicerciana
Otu1510,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__unidentified
Otu1356,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__Inocybe_olivaceonigra
Otu553,0,0,0,0,0,0,0,0,0,6,4,3,6,9,1,8,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified
Otu1477,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu556,0,0,0,0,0,0,0,0,0,6,0,1,3,0,3,14,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu1348,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Agaricostilbaceae; g__Sterigmatomyces; s__Sterigmatomyces_halophilus
Otu796,0,0,0,0,0,0,0,0,0,5,4,6,1,3,4,7,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified
Otu1511,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariales_fam_Incertae_sedis; g__Dinemasporium; s__Dinemasporium_parastrigosum
Otu1073,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,3,0,0,0,0,k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1265,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Agaricostilbaceae; g__Bensingtonia; s__Bensingtonia_ciliata
Otu952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__unidentified; s__unidentified
Otu906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Heyderia; s__Heyderia_abietis
